Attack_ID,Attack_Type,Target_Industry,Location,Date,Severity,Damage_Estimate(USD),Affected_Systems
4437,Privilege Escalation,Defense,USA,2016-07-28,Low,854984,809
4438,Privilege Escalation,Telecommunications,Russia,2020-12-17,Low,3720041,79
4439,SQL Injection,Telecommunications,Brazil,2016-04-02,Critical,4205977,789
4440,DDoS,Defense,South Korea,2024-06-18,Critical,4043668,744
4441,Malware,E-commerce,South Korea,2018-01-14,Low,2534163,920
4442,SQL Injection,Technology,Russia,2016-11-08,Critical,3263040,506
4443,Cross-site Scripting (XSS),Education,France,2019-01-20,High,43189,321
4444,Zero-day Exploit,Healthcare,China,2022-02-25,Low,4149529,465
4445,SQL Injection,Energy,Brazil,2022-12-12,Critical,1471975,351
4446,Ransomware,Finance,UK,2021-03-12,Low,198629,75
4447,Privilege Escalation,Telecommunications,Germany,2024-03-31,High,1868294,307
4448,Ransomware,Government,Russia,2019-11-27,Low,688523,863
4449,DDoS,E-commerce,China,2023-05-10,Low,4397602,709
4450,Privilege Escalation,Healthcare,Japan,2020-09-07,Low,3284266,144
4451,Phishing,Defense,UK,2016-02-28,Medium,3096502,666
4452,Malware,E-commerce,China,2019-09-06,Critical,2352233,375
4453,Man-in-the-Middle,Healthcare,France,2021-02-21,Low,3975887,191
4454,Brute Force Attack,Telecommunications,China,2018-07-27,High,2138814,204
4455,Zero-day Exploit,Telecommunications,Russia,2021-05-28,High,4255851,716
4456,Zero-day Exploit,Healthcare,Brazil,2016-02-15,High,3683473,954
4457,Brute Force Attack,E-commerce,Germany,2016-12-02,Critical,1752879,74
4458,SQL Injection,Finance,UK,2019-08-09,High,4335538,406
4459,Zero-day Exploit,Finance,Japan,2024-05-23,High,428914,616
4460,Brute Force Attack,Education,Japan,2022-06-09,High,4839652,443
4461,DDoS,Healthcare,South Korea,2015-12-23,High,1772876,80
4462,Malware,Government,Brazil,2022-01-29,High,596181,283
4463,Man-in-the-Middle,Retail,Japan,2020-04-04,Low,1572570,34
4464,Man-in-the-Middle,Technology,France,2022-06-14,High,872746,579
4465,Man-in-the-Middle,Telecommunications,UK,2019-07-12,Medium,3812844,326
4466,Brute Force Attack,Finance,France,2018-12-17,Medium,536974,6
4467,Privilege Escalation,E-commerce,USA,2024-04-25,Medium,895684,595
4468,Zero-day Exploit,Education,India,2016-10-18,High,3320236,421
4469,Ransomware,Retail,South Korea,2017-03-10,Low,3673308,705
4470,Cross-site Scripting (XSS),Energy,UK,2024-12-26,Medium,1673195,947
4471,Brute Force Attack,Government,China,2017-07-06,Critical,27834,557
4472,Brute Force Attack,Government,Brazil,2022-01-13,Medium,2278621,265
4473,Cross-site Scripting (XSS),Government,UK,2019-06-05,Low,4059054,697
4474,Phishing,E-commerce,China,2016-01-17,Low,535138,3
4475,Cross-site Scripting (XSS),Energy,Brazil,2015-06-07,Low,4169857,360
4476,Man-in-the-Middle,Finance,Brazil,2023-02-24,Critical,561456,231
4477,Privilege Escalation,Energy,Russia,2018-10-11,Low,1256699,691
4478,Brute Force Attack,E-commerce,UK,2018-05-09,High,1200471,541
4479,Zero-day Exploit,Healthcare,UK,2018-05-11,Low,2730753,789
4480,Privilege Escalation,E-commerce,South Korea,2022-05-11,Low,1621599,987
4481,Phishing,Healthcare,Russia,2022-01-14,Medium,2833185,119
4482,Malware,Education,China,2019-05-31,Critical,4424523,438
4483,SQL Injection,Retail,USA,2019-05-29,Low,2490299,266
4484,Man-in-the-Middle,Defense,Brazil,2019-11-30,High,4137398,641
4485,Cross-site Scripting (XSS),Retail,UK,2017-10-24,Medium,1077820,394
4486,Man-in-the-Middle,Defense,Russia,2016-08-18,Low,4216493,655
4487,Brute Force Attack,Telecommunications,Germany,2021-09-14,Low,4899217,306
4488,SQL Injection,Finance,USA,2019-02-14,Low,4420970,676
4489,SQL Injection,Government,Japan,2018-07-31,Low,4829790,412
4490,SQL Injection,Government,India,2016-07-10,High,3949076,580
4491,Privilege Escalation,Energy,Germany,2017-04-29,Medium,397512,780
4492,Cross-site Scripting (XSS),Energy,China,2017-01-24,High,2299549,954
4493,Brute Force Attack,Energy,Russia,2023-03-14,Medium,4256000,334
4494,DDoS,Education,France,2021-06-12,Low,183143,298
4495,Man-in-the-Middle,Technology,China,2015-06-03,Low,3392490,710
4496,Phishing,Telecommunications,France,2018-07-18,High,4002910,892
4497,Brute Force Attack,Energy,China,2024-06-25,Critical,846255,822
4498,Ransomware,Energy,Brazil,2018-09-15,Critical,1599675,2
4499,Phishing,Technology,Russia,2019-12-03,Critical,4467236,934
4500,Malware,E-commerce,China,2016-10-23,Low,3073438,249
4501,Privilege Escalation,Technology,Russia,2015-04-05,Critical,2408277,278
4502,Ransomware,Telecommunications,Russia,2016-12-24,Low,1747612,286
4503,Brute Force Attack,E-commerce,India,2021-07-24,Medium,1434325,242
4504,Ransomware,Retail,India,2016-09-30,Critical,4292288,640
4505,Privilege Escalation,Government,Japan,2018-01-25,Medium,3719279,421
4506,Brute Force Attack,Government,Brazil,2021-11-13,Medium,971209,756
4507,Privilege Escalation,Finance,China,2023-12-20,Critical,1424446,951
4508,Brute Force Attack,Education,South Korea,2023-01-30,High,1507495,561
4509,Brute Force Attack,Retail,Japan,2018-10-24,High,3323120,540
4510,Man-in-the-Middle,Healthcare,India,2018-08-02,High,1087318,492
4511,Phishing,Retail,Brazil,2024-10-26,Low,3908913,833
4512,Ransomware,Energy,UK,2022-12-09,High,1135404,105
4513,Cross-site Scripting (XSS),Technology,China,2022-10-21,Medium,3229300,670
4514,Man-in-the-Middle,Finance,Russia,2017-07-27,Critical,1732469,222
4515,DDoS,Defense,India,2020-12-22,High,211977,130
4516,Brute Force Attack,Government,Brazil,2020-11-14,Medium,438193,913
4517,Man-in-the-Middle,Telecommunications,France,2015-12-11,Medium,1406945,838
4518,Privilege Escalation,Finance,Germany,2016-11-10,Low,4737214,520
4519,Zero-day Exploit,Energy,Japan,2017-11-06,Medium,2930600,464
4520,SQL Injection,Retail,Brazil,2019-08-16,High,2660665,309
4521,Phishing,Retail,Japan,2020-04-08,Critical,2832946,953
4522,Man-in-the-Middle,Defense,South Korea,2019-06-15,Medium,2907896,307
4523,Cross-site Scripting (XSS),E-commerce,Germany,2024-08-18,Medium,3284144,868
4524,DDoS,Telecommunications,Japan,2022-05-18,Critical,3104803,784
4525,DDoS,Finance,Russia,2016-07-14,Low,3700791,557
4526,Cross-site Scripting (XSS),Telecommunications,France,2017-09-29,Low,1880395,864
4527,Ransomware,Government,India,2020-01-24,High,3056224,487
4528,Cross-site Scripting (XSS),Technology,India,2019-03-17,Critical,4579702,928
4529,DDoS,Finance,UK,2019-10-24,High,4577881,935
4530,Privilege Escalation,Energy,Japan,2019-02-08,High,4965092,941
4531,Malware,Government,South Korea,2019-12-04,Critical,1731671,885
4532,Phishing,Retail,India,2023-07-25,Low,1923595,549
4533,Ransomware,Energy,Russia,2022-07-13,Critical,3911128,665
4534,Cross-site Scripting (XSS),Retail,India,2020-11-07,Critical,1573839,673
4535,Ransomware,Energy,South Korea,2022-01-03,Medium,2530670,76
4536,Man-in-the-Middle,Finance,China,2024-04-12,Critical,1966080,56
4537,Zero-day Exploit,Finance,France,2024-09-07,High,1966631,557
4538,Malware,Healthcare,Brazil,2017-06-23,Low,1632108,57
4539,Brute Force Attack,Retail,Japan,2023-12-09,Critical,613283,714
4540,Brute Force Attack,Energy,Russia,2019-10-24,Low,296463,793
4541,Ransomware,Retail,Brazil,2024-10-07,Medium,3695069,80
4542,Man-in-the-Middle,Healthcare,China,2021-07-12,Low,659866,168
4543,Brute Force Attack,Defense,Russia,2024-09-26,High,2855762,189
4544,Cross-site Scripting (XSS),Telecommunications,France,2019-12-09,Medium,154764,361
4545,Brute Force Attack,Government,Brazil,2017-04-28,High,1078277,480
4546,Phishing,Energy,UK,2016-06-26,Critical,3291686,612
4547,DDoS,Healthcare,India,2018-07-20,Critical,1996356,302
4548,Cross-site Scripting (XSS),Finance,USA,2016-07-03,Medium,277685,517
4549,Zero-day Exploit,Retail,Brazil,2020-03-05,High,193474,809
4550,Brute Force Attack,Finance,South Korea,2015-11-06,Critical,2466082,482
4551,DDoS,Technology,Germany,2016-10-07,Medium,594133,76
4552,Brute Force Attack,Education,UK,2016-01-20,Low,529525,78
4553,DDoS,Retail,Japan,2017-04-21,Critical,4780744,899
4554,Phishing,Government,South Korea,2023-12-13,High,4458758,384
4555,Ransomware,Education,China,2019-05-07,High,574267,439
4556,SQL Injection,Retail,Russia,2015-11-26,High,538282,275
4557,Privilege Escalation,Finance,Japan,2018-09-29,Medium,3112073,864
4558,Ransomware,E-commerce,China,2019-09-15,Medium,4301429,700
4559,SQL Injection,Energy,China,2019-02-07,High,3450043,495
4560,Zero-day Exploit,Retail,China,2021-09-22,Low,1510412,641
4561,SQL Injection,Education,India,2020-10-03,High,1223553,816
4562,Phishing,Government,France,2020-12-23,Medium,3504846,587
4563,DDoS,Technology,India,2023-10-23,Critical,1755187,718
4564,SQL Injection,Retail,Germany,2021-09-17,High,1394697,946
4565,Man-in-the-Middle,Defense,UK,2015-07-19,Medium,2079080,25
4566,SQL Injection,Government,India,2022-02-23,High,4910606,19
4567,Man-in-the-Middle,E-commerce,UK,2018-10-28,High,3795162,881
4568,DDoS,Healthcare,India,2019-01-27,Low,2929792,291
4569,Cross-site Scripting (XSS),E-commerce,USA,2016-07-26,Critical,3632367,699
4570,DDoS,Finance,Germany,2023-03-02,Medium,1213509,429
4571,Ransomware,Technology,UK,2022-11-24,High,2974181,783
4572,Brute Force Attack,Education,Brazil,2015-02-15,Critical,4239394,217
4573,Ransomware,Energy,France,2015-10-10,Medium,282311,125
4574,Man-in-the-Middle,Government,Japan,2024-05-02,Low,3199276,302
4575,SQL Injection,Telecommunications,China,2022-09-10,High,489222,122
4576,Privilege Escalation,Healthcare,South Korea,2024-02-20,Low,3224221,460
4577,SQL Injection,Finance,India,2017-05-13,Medium,2584020,356
4578,Malware,Education,USA,2015-01-22,Low,651975,798
4579,Ransomware,Defense,Germany,2023-06-20,High,4096018,631
4580,Man-in-the-Middle,Technology,Japan,2015-05-18,High,2790631,932
4581,SQL Injection,Defense,China,2019-06-13,Low,2262072,851
4582,Brute Force Attack,Government,Russia,2017-05-22,High,3214550,198
4583,Phishing,Government,Russia,2016-10-01,Low,2743699,737
4584,Brute Force Attack,Defense,Japan,2020-05-13,Medium,3107119,748
4585,Zero-day Exploit,Technology,Brazil,2017-01-12,Low,445600,198
4586,Zero-day Exploit,Energy,Japan,2017-08-21,High,2994169,274
4587,Ransomware,Telecommunications,Brazil,2020-03-28,Medium,2409754,459
4588,Man-in-the-Middle,Retail,India,2015-04-30,Critical,1118617,779
4589,Brute Force Attack,Energy,South Korea,2017-10-26,High,3210724,586
4590,Ransomware,Finance,France,2024-06-13,Medium,4636955,949
4591,Cross-site Scripting (XSS),Energy,Russia,2020-06-23,Low,4354987,835
4592,DDoS,Healthcare,China,2019-08-26,High,3266540,606
4593,SQL Injection,Education,South Korea,2021-05-08,Medium,3668468,762
4594,Zero-day Exploit,Energy,UK,2018-04-20,High,346092,480
4595,Man-in-the-Middle,Technology,France,2017-10-17,Low,3922776,723
4596,DDoS,Telecommunications,Brazil,2020-09-16,Critical,276844,603
4597,SQL Injection,Retail,UK,2021-03-08,Medium,3791421,460
4598,Privilege Escalation,Finance,India,2022-10-28,Low,1401721,478
4599,Man-in-the-Middle,Technology,USA,2022-12-20,Critical,45201,219
4600,Privilege Escalation,Finance,USA,2022-09-23,Critical,3853434,766
4601,Privilege Escalation,E-commerce,USA,2019-02-04,Critical,1492152,712
4602,Zero-day Exploit,Energy,India,2022-11-21,Critical,1202843,903
4603,Man-in-the-Middle,Retail,Japan,2023-08-22,High,1614259,962
4604,SQL Injection,E-commerce,France,2023-05-25,Medium,2637618,680
4605,DDoS,Healthcare,Japan,2023-05-24,Medium,695118,521
4606,Zero-day Exploit,Finance,Germany,2024-12-01,High,535381,120
4607,DDoS,Government,South Korea,2016-11-05,Medium,828837,454
4608,Ransomware,Defense,UK,2018-06-03,Low,3973351,929
4609,Privilege Escalation,Education,Japan,2017-02-19,Low,547301,299
4610,Zero-day Exploit,Healthcare,China,2019-12-20,Medium,840609,523
4611,Cross-site Scripting (XSS),Education,Germany,2017-03-26,Critical,4773695,274
4612,Malware,E-commerce,USA,2022-04-20,Medium,530105,899
4613,DDoS,Defense,India,2021-07-08,Low,266723,857
4614,DDoS,Defense,India,2018-05-01,High,2619943,508
4615,Malware,Healthcare,Brazil,2017-08-01,Medium,828153,80
4616,Privilege Escalation,Energy,France,2016-09-24,Medium,4538044,798
4617,DDoS,Technology,India,2015-05-03,Low,3372458,441
4618,Privilege Escalation,Education,Japan,2017-05-23,Medium,335663,876
4619,Zero-day Exploit,Energy,Germany,2019-12-23,Critical,1903992,444
4620,Cross-site Scripting (XSS),Finance,Brazil,2022-07-27,Critical,61169,593
4621,Privilege Escalation,Retail,Russia,2024-04-04,Critical,4264745,979
4622,Zero-day Exploit,Technology,South Korea,2021-08-02,Low,1497051,50
4623,Zero-day Exploit,Government,USA,2023-11-17,Critical,1729057,581
4624,Brute Force Attack,Healthcare,USA,2022-01-31,High,4518079,941
4625,Zero-day Exploit,Defense,India,2017-06-27,Low,2615343,41
4626,Man-in-the-Middle,E-commerce,Japan,2016-06-29,High,3845890,589
4627,Privilege Escalation,Finance,France,2022-11-16,Medium,4725044,463
4628,Malware,Education,China,2021-05-24,Medium,2384374,500
4629,Phishing,Technology,USA,2022-02-09,High,181712,476
4630,SQL Injection,Energy,Germany,2017-01-19,Low,3057007,834
4631,Malware,Defense,Brazil,2017-03-21,Critical,4332684,431
4632,DDoS,Telecommunications,India,2020-11-24,Critical,3936779,264
4633,Man-in-the-Middle,Finance,India,2021-02-28,Critical,2346270,232
4634,Ransomware,Energy,Brazil,2020-06-12,High,45288,205
4635,Malware,Telecommunications,UK,2016-10-30,Critical,1714787,631
4636,Ransomware,Finance,Japan,2017-05-30,Medium,4396470,434
4637,DDoS,Energy,France,2016-01-01,High,1302036,193
4638,Brute Force Attack,E-commerce,Russia,2020-07-17,Critical,2228197,672
4639,Privilege Escalation,Retail,UK,2021-02-03,Critical,421401,221
4640,Brute Force Attack,E-commerce,France,2016-06-23,High,1273718,606
4641,Malware,Telecommunications,Germany,2021-01-21,High,3749292,212
4642,Malware,Retail,India,2022-01-03,Critical,935454,524
4643,Cross-site Scripting (XSS),Finance,USA,2017-07-21,Critical,1562715,789
4644,Malware,Finance,UK,2021-06-14,High,2300351,721
4645,DDoS,Healthcare,Germany,2019-07-14,High,2078450,734
4646,Ransomware,Government,Japan,2021-04-21,Critical,540916,11
4647,Man-in-the-Middle,Defense,UK,2019-03-08,High,2895046,849
4648,DDoS,Defense,Germany,2023-06-02,Low,3136845,66
4649,Cross-site Scripting (XSS),Retail,Germany,2020-07-15,High,1812324,54
4650,Cross-site Scripting (XSS),Telecommunications,UK,2021-03-10,Medium,863811,457
4651,Phishing,Government,USA,2017-04-24,Low,405052,518
4652,Phishing,Government,Russia,2024-10-09,Medium,3085899,576
4653,Cross-site Scripting (XSS),Finance,India,2024-03-03,Medium,1661946,858
4654,Malware,Telecommunications,France,2017-08-15,High,857649,763
4655,Brute Force Attack,Technology,Russia,2017-12-09,Low,1490399,733
4656,Phishing,Telecommunications,France,2023-10-14,High,3930820,643
4657,Privilege Escalation,Defense,France,2019-12-05,Medium,3191852,949
4658,Malware,Education,Germany,2023-06-17,Medium,2489541,915
4659,Phishing,Healthcare,Brazil,2022-12-13,Critical,1998321,554
4660,Ransomware,Retail,Germany,2015-06-14,High,28688,882
4661,Man-in-the-Middle,Healthcare,UK,2018-02-03,Low,2072337,474
4662,Malware,Finance,Russia,2017-09-20,High,2495108,173
4663,Privilege Escalation,Healthcare,France,2015-07-03,Critical,1712260,674
4664,Ransomware,Telecommunications,USA,2017-04-20,Medium,898423,676
4665,Ransomware,Defense,South Korea,2020-05-11,Medium,3400529,633
4666,Man-in-the-Middle,Healthcare,Russia,2017-05-23,Low,1928873,76
4667,SQL Injection,Retail,Germany,2017-07-10,Low,4687383,132
4668,DDoS,Defense,France,2019-06-10,High,4030206,926
4669,Zero-day Exploit,Education,China,2015-05-26,High,1187864,381
4670,Privilege Escalation,Education,UK,2017-10-24,High,1522191,884
4671,Ransomware,E-commerce,China,2017-03-13,Low,3156494,786
4672,Ransomware,Energy,Russia,2023-02-09,Critical,2757596,694
4673,Man-in-the-Middle,Defense,China,2017-05-03,Critical,1918300,766
4674,Man-in-the-Middle,Defense,Japan,2016-07-13,Low,4036825,744
4675,Privilege Escalation,E-commerce,Brazil,2016-09-14,Low,4020283,512
4676,Phishing,Education,Russia,2017-04-19,High,4770699,37
4677,Zero-day Exploit,E-commerce,China,2017-08-14,High,180034,517
4678,Phishing,Finance,Germany,2021-11-06,High,92753,235
4679,Man-in-the-Middle,Energy,Brazil,2019-08-20,High,4064895,747
4680,Phishing,Education,China,2018-04-07,Medium,1140150,786
4681,Privilege Escalation,Telecommunications,Brazil,2018-11-09,Critical,3744945,54
4682,Ransomware,Government,South Korea,2019-11-03,Critical,2357629,439
4683,Phishing,Finance,USA,2020-08-19,Medium,1438738,499
4684,Brute Force Attack,Healthcare,USA,2015-08-11,Critical,4512982,552
4685,Man-in-the-Middle,Healthcare,Germany,2016-04-28,Medium,1032815,98
4686,DDoS,Finance,France,2024-06-18,Medium,182350,889
4687,Cross-site Scripting (XSS),Telecommunications,France,2016-11-28,High,4623825,120
4688,Man-in-the-Middle,E-commerce,China,2017-01-21,Low,844592,913
4689,Zero-day Exploit,Healthcare,USA,2015-01-27,High,523229,918
4690,Man-in-the-Middle,Energy,France,2015-09-11,Critical,2501070,818
4691,Zero-day Exploit,Energy,South Korea,2022-07-25,Low,290835,97
4692,Phishing,Government,UK,2021-02-04,Low,4662360,283
4693,Privilege Escalation,Defense,Russia,2022-06-23,Low,3045521,793
4694,Ransomware,Technology,UK,2017-08-04,High,1117961,615
4695,Privilege Escalation,Defense,USA,2021-08-11,High,620498,315
4696,DDoS,Healthcare,India,2022-03-27,Medium,3958942,85
4697,SQL Injection,Defense,Russia,2019-12-13,Medium,4694440,420
4698,Phishing,Retail,Russia,2024-01-28,Critical,1897297,501
4699,Malware,Healthcare,France,2017-08-10,High,1594488,8
4700,Phishing,Telecommunications,Germany,2017-03-05,Low,498841,803
4701,Brute Force Attack,Technology,South Korea,2021-08-28,Low,3619604,908
4702,DDoS,Retail,Germany,2016-01-24,Low,3480118,55
4703,SQL Injection,Healthcare,USA,2024-04-01,Medium,383683,331
4704,Phishing,Education,USA,2015-04-03,High,1322313,534
4705,Privilege Escalation,Defense,Germany,2017-02-08,Critical,2262621,156
4706,Privilege Escalation,Education,South Korea,2016-09-19,High,293952,636
4707,Phishing,Government,Russia,2020-05-11,Critical,865462,798
4708,Cross-site Scripting (XSS),Healthcare,France,2015-07-28,High,1255964,572
4709,Cross-site Scripting (XSS),Retail,Germany,2015-03-02,Critical,2776716,804
4710,Cross-site Scripting (XSS),Healthcare,Japan,2017-02-22,Medium,2891234,74
4711,Privilege Escalation,Healthcare,Japan,2016-10-22,Critical,4644066,926
4712,Ransomware,E-commerce,USA,2015-12-19,High,2122960,894
4713,Zero-day Exploit,E-commerce,Japan,2017-11-10,Critical,2573602,21
4714,Zero-day Exploit,Healthcare,South Korea,2021-07-10,Critical,4152499,791
4715,Brute Force Attack,Energy,UK,2018-03-23,Critical,1169263,88
4716,SQL Injection,E-commerce,Germany,2017-04-25,Low,1965593,986
4717,Malware,Retail,Russia,2017-07-07,High,2748667,112
4718,DDoS,Government,South Korea,2024-02-09,Low,3370057,836
4719,Brute Force Attack,Healthcare,Germany,2015-05-03,High,4645281,730
4720,Cross-site Scripting (XSS),Government,China,2021-02-15,Critical,4949717,134
4721,SQL Injection,Retail,UK,2019-06-28,Low,1926864,948
4722,Zero-day Exploit,Education,Brazil,2021-01-04,Critical,2746257,554
4723,Ransomware,E-commerce,China,2017-08-09,Low,4988554,534
4724,Brute Force Attack,Education,India,2016-08-24,Low,4855116,316
4725,Malware,Energy,Japan,2024-01-18,High,1138489,303
4726,Phishing,Defense,China,2015-03-15,High,2437481,849
4727,Zero-day Exploit,Energy,France,2022-01-14,Critical,3726310,134
4728,SQL Injection,Technology,UK,2020-10-25,Low,4382910,630
4729,SQL Injection,Government,South Korea,2024-03-08,Critical,2476282,626
4730,Privilege Escalation,Technology,USA,2023-01-14,Critical,3676411,276
4731,SQL Injection,Healthcare,Japan,2022-01-01,High,3698459,550
4732,Ransomware,Retail,Germany,2023-02-19,Critical,719184,191
4733,Phishing,Retail,Japan,2017-07-02,High,1505642,60
4734,SQL Injection,Finance,USA,2020-04-22,High,2397815,972
4735,Privilege Escalation,Education,USA,2023-11-12,High,4675551,756
4736,Cross-site Scripting (XSS),Defense,USA,2015-05-21,High,3092370,681
4737,SQL Injection,Retail,South Korea,2019-01-16,High,3586748,858
4738,Malware,Retail,France,2024-12-22,Medium,4634965,354
4739,Zero-day Exploit,Finance,Russia,2023-07-31,High,2783622,450
4740,Cross-site Scripting (XSS),Healthcare,Brazil,2017-10-21,High,2144013,721
4741,Cross-site Scripting (XSS),Technology,India,2017-02-23,High,2524015,670
4742,DDoS,Defense,India,2021-06-28,Low,2047859,341
4743,Malware,Education,South Korea,2015-01-06,Medium,4522557,481
4744,Man-in-the-Middle,Energy,South Korea,2020-04-07,Critical,621555,27
4745,Brute Force Attack,Retail,Russia,2016-08-29,Medium,4360170,966
4746,DDoS,Government,Brazil,2024-10-19,Low,4336764,823
4747,DDoS,Retail,Russia,2016-01-31,High,1702446,449
4748,Cross-site Scripting (XSS),Education,UK,2018-07-19,Medium,1322170,59
4749,Cross-site Scripting (XSS),E-commerce,UK,2022-06-20,Medium,3339499,948
4750,Zero-day Exploit,Healthcare,Russia,2020-03-27,Medium,4294885,153
4751,Man-in-the-Middle,Retail,India,2023-10-29,Medium,3406824,299
4752,Privilege Escalation,Government,Germany,2022-03-18,Critical,1430292,625
4753,Zero-day Exploit,E-commerce,Germany,2019-12-10,Low,674410,219
4754,DDoS,Technology,Russia,2023-01-06,Medium,4895470,770
4755,Phishing,Defense,UK,2015-10-31,Medium,4145132,570
4756,Brute Force Attack,E-commerce,Russia,2018-11-18,Low,1177855,184
4757,Cross-site Scripting (XSS),Telecommunications,Japan,2019-01-01,Medium,71170,726
4758,Man-in-the-Middle,Finance,France,2020-07-09,Low,538118,253
4759,SQL Injection,Telecommunications,South Korea,2024-04-23,Critical,1322284,340
4760,DDoS,Government,France,2022-12-24,Critical,3665784,173
4761,Brute Force Attack,E-commerce,Japan,2024-09-09,Low,2784179,306
4762,Cross-site Scripting (XSS),E-commerce,UK,2021-06-19,Critical,3377109,673
4763,SQL Injection,Education,Germany,2018-05-24,Critical,1923476,263
4764,Zero-day Exploit,Telecommunications,Brazil,2024-08-05,High,4377383,822
4765,Cross-site Scripting (XSS),Telecommunications,UK,2017-06-02,Medium,3170184,978
4766,Brute Force Attack,Telecommunications,India,2017-07-25,Critical,1377997,79
4767,SQL Injection,Energy,Japan,2022-12-21,Low,202402,623
4768,Phishing,Government,Japan,2020-08-07,Critical,248184,83
4769,Ransomware,E-commerce,India,2021-09-12,Low,1528962,910
4770,Zero-day Exploit,Energy,USA,2015-08-21,High,625019,693
4771,DDoS,E-commerce,Japan,2021-04-03,Low,2280451,552
4772,Zero-day Exploit,Government,Japan,2016-03-11,High,47236,222
4773,Phishing,Education,Germany,2019-02-23,High,3299264,325
4774,Malware,Technology,South Korea,2015-04-18,Medium,4146387,440
4775,Phishing,Technology,USA,2024-01-06,Low,4081385,608
4776,Privilege Escalation,Education,UK,2020-03-18,Critical,66498,144
4777,Cross-site Scripting (XSS),Retail,UK,2018-03-27,High,249913,860
4778,Man-in-the-Middle,Healthcare,India,2016-08-10,Low,1784533,855
4779,Privilege Escalation,Energy,China,2020-09-10,Medium,1974988,741
4780,Malware,Energy,Germany,2023-12-19,Low,2839948,387
4781,Zero-day Exploit,Telecommunications,China,2017-08-03,High,4838135,331
4782,Brute Force Attack,Healthcare,Germany,2024-01-25,Low,2470531,29
4783,DDoS,Telecommunications,India,2021-06-28,Medium,834270,633
4784,Man-in-the-Middle,Education,USA,2020-05-06,High,1698024,725
4785,Privilege Escalation,Energy,UK,2015-11-20,Medium,3956076,726
4786,Malware,E-commerce,France,2018-12-14,Low,1816983,724
4787,Cross-site Scripting (XSS),Education,UK,2016-10-12,Medium,4256905,693
4788,Cross-site Scripting (XSS),Energy,India,2019-12-03,Low,53833,25
4789,Privilege Escalation,Retail,France,2024-01-28,Low,4375906,808
4790,Ransomware,Technology,India,2016-09-15,High,4813684,402
4791,Cross-site Scripting (XSS),Retail,Russia,2023-06-29,High,325290,374
4792,Cross-site Scripting (XSS),Defense,India,2022-05-08,Low,2989692,44
4793,Privilege Escalation,Retail,South Korea,2019-12-17,Critical,356714,242
4794,Zero-day Exploit,Healthcare,India,2018-04-16,Medium,3396198,838
4795,Ransomware,Retail,UK,2024-02-10,Medium,1104589,506
4796,Cross-site Scripting (XSS),Technology,Russia,2020-04-09,Critical,2799239,699
4797,Zero-day Exploit,Retail,China,2016-09-12,Critical,2765513,600
4798,Phishing,Retail,Brazil,2018-06-07,Low,3190471,8
4799,Ransomware,Government,Brazil,2017-04-16,Low,2918125,428
4800,Privilege Escalation,Defense,France,2021-06-27,Critical,4200976,961
4801,Ransomware,Telecommunications,France,2022-02-13,Low,4035967,934
4802,Man-in-the-Middle,E-commerce,UK,2020-07-20,Low,1885374,246
4803,Privilege Escalation,E-commerce,USA,2016-01-30,Medium,5265,772
4804,Man-in-the-Middle,Telecommunications,India,2023-05-27,Medium,2795965,518
4805,Malware,E-commerce,Brazil,2024-01-18,High,1622248,664
4806,Cross-site Scripting (XSS),Energy,India,2019-07-15,Medium,4967850,445
4807,DDoS,Finance,South Korea,2016-10-06,Medium,3417350,567
4808,Malware,Education,China,2022-08-19,Critical,4133475,822
4809,DDoS,Government,Japan,2020-12-04,Medium,3663499,728
4810,Privilege Escalation,Retail,Japan,2019-04-12,Critical,2282773,828
4811,Cross-site Scripting (XSS),Technology,UK,2018-04-11,High,4663776,878
4812,Brute Force Attack,Healthcare,USA,2015-01-16,Low,2781992,972
4813,Phishing,Telecommunications,USA,2017-10-16,Medium,1098090,392
4814,Zero-day Exploit,Finance,Germany,2018-10-17,Medium,1032332,272
4815,Privilege Escalation,Finance,USA,2020-07-06,Critical,4041793,910
4816,Privilege Escalation,Energy,China,2023-07-14,High,561533,803
4817,Zero-day Exploit,Technology,South Korea,2018-01-29,Medium,4976525,512
4818,Brute Force Attack,Retail,Brazil,2019-06-23,Medium,1157740,247
4819,Ransomware,Finance,USA,2023-03-12,Low,3548211,273
4820,Ransomware,Finance,China,2023-10-03,Low,2753096,564
4821,Cross-site Scripting (XSS),Defense,Brazil,2023-10-18,Medium,2173225,638
4822,Zero-day Exploit,Retail,Russia,2022-07-06,Low,3339229,272
4823,DDoS,Technology,USA,2024-03-25,Low,3538656,954
4824,Zero-day Exploit,Government,Germany,2016-11-07,High,4036894,221
4825,Man-in-the-Middle,Defense,USA,2015-10-02,Critical,4433075,633
4826,Phishing,Government,USA,2024-07-22,Critical,4590149,399
4827,Brute Force Attack,Education,South Korea,2022-09-08,Low,3935105,277
4828,Man-in-the-Middle,Education,Germany,2020-06-14,High,3718748,838
4829,Man-in-the-Middle,Energy,UK,2016-03-21,Critical,1874973,151
4830,Malware,Defense,Germany,2015-03-21,Low,2619789,912
4831,Privilege Escalation,Telecommunications,Brazil,2016-04-21,Critical,4378827,852
4832,Zero-day Exploit,Retail,China,2021-04-05,Low,2754775,558
4833,Ransomware,Retail,USA,2017-06-19,Critical,546668,32
